category,subcategory,service_type,name,short_description,description,duration,session,price,benefits,image,short_description_suggested,description_suggested
Tvarování těla,Endos-roller,single,Endos-roller – paže a předloktí,Jemné zpevnění a odvodnění horních končetin,"Dopřejte pažím a předloktím cílené ošetření s kompresními mikro-vibracemi Endos-roller. Šetrná masáž podporuje odvodnění, zlepšuje mikrocirkulaci a jemně zpevňuje pokožku pro hladší a svěžejší vzhled paží. Vhodné pro únavu z práce nebo po cvičení.",45,1,850,"Odvodnění paží, zlepšení cirkulace, jemné zpevnění, úleva od únavy",service-endosphere.jpg,Profesionální endos-roller – paže a předloktí pro viditelné zlepšení. Odvodnění paží. Délka: 45 min.,"Endos-roller – paže a předloktí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Odvodnění paží
• zlepšení cirkulace
• jemné zpevnění
• úleva od únavy

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,single,Endos-roller – 1 partie,Cílené tvarování a odvodnění vybrané partie,"Aktivujte lymfatický systém s kompresními mikro-vibracemi pro jednu vybranou partii. Endos-roller podporuje odvodnění, zlepšuje mikrocirkulaci a pomáhá tvarovat problematické partie jako břicho, hýždě nebo stehna. Pokožka je hladší, kontury viditelně vyhlazené.",45,1,1050,"Odvodnění, podpora mikrocirkulace, tvarování, vyhlazení kontur",service-endosphere.jpg,Profesionální endos-roller – 1 partie pro viditelné zlepšení. Odvodnění. Délka: 45 min.,"Endos-roller – 1 partie je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Odvodnění
• podpora mikrocirkulace
• tvarování
• vyhlazení kontur

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,package,Endos-roller – balíček 5 ošetření (1 partie),Pravidelná péče pro stabilní výsledky v jedné partii,"Investujte do dlouhodobých výsledků se zvýhodněným balíčkem 5 ošetření. Pravidelné kompresní mikro-vibrace pro odvodnění, zlepšení mikrocirkulace a postupné zpevnění tkání. Doporučená frekvence 2× týdně pro optimální efekt.",45,5,4725,"Stabilní výsledky, odvodnění, zpevnění tkání, zlepšení mikrocirkulace",service-endosphere.jpg,Profesionální endos-roller – balíček 5 ošetření (1 partie) pro viditelné zlepšení. Stabilní výsledky. Délka: 45 min.,"Endos-roller – balíček 5 ošetření (1 partie) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Stabilní výsledky
• odvodnění
• zpevnění tkání
• zlepšení mikrocirkulace

Plán a doporučení:
Doporučený plán: 5. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,package,Endos-roller – balíček 10 ošetření (1 partie),Intenzivní kúra pro viditelné zlepšení vybrané partie,"Dopřejte si kompletní transformaci se strukturovaným plánem 10 ošetření. Kompresní mikro-vibrace postupně zlepšují vzhled pokožky, podporují tvarování a odvodnění. Výsledky jsou obvykle patrné již po prvním sezení, frekvence 2× týdně.",45,10,8925,"Dlouhodobé zlepšení, tvarování postavy, odvodnění, viditelné výsledky",service-endosphere.jpg,Profesionální endos-roller – balíček 10 ošetření (1 partie) pro viditelné zlepšení. Dlouhodobé zlepšení. Délka: 45 min.,"Endos-roller – balíček 10 ošetření (1 partie) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Dlouhodobé zlepšení
• tvarování postavy
• odvodnění
• viditelné výsledky

Plán a doporučení:
Doporučený plán: 10. Délka ošetření: 45 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,single,Endos-roller – 2 partie,Komplexní ošetření dvou problematických oblastí,Ošetřete dvě partie najednou pro ucelenější výsledek. Kompresní mikro-vibrace cíleně odvádní a zpevňují dvě vybrané oblasti podle vašich potřeb – například břicho + paže nebo nohy + hýždě. Efektivní kombinace šetří čas i peníze.,60,1,1500,"Cílené odvodnění dvou partií, zpevnění, časová úspora, komplexní péče",service-endosphere.jpg,Profesionální endos-roller – 2 partie pro viditelné zlepšení. Cílené odvodnění dvou partií. Délka: 60 min.,"Endos-roller – 2 partie je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Cílené odvodnění dvou partií
• zpevnění
• časová úspora
• komplexní péče

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,single,Endos-roller – celé tělo,Komplexní lymfatická drenáž pro celkové odlehčení,"Nastartujte celý lymfatický systém s komplexním celotělovým ošetřením. Kompresní mikro-vibrace podporují lymfatickou drenáž, mikrocirkulaci a celkové odvodnění po celém těle. Ideální pro úlevu od těžkých nohou a celkové osvěžení organismu.",75,1,1900,"Lymfatická drenáž, celkové odvodnění, úleva od těžkých nohou, mikrocirkulace",service-endosphere.jpg,Profesionální endos-roller – celé tělo pro viditelné zlepšení. Lymfatická drenáž. Délka: 75 min.,"Endos-roller – celé tělo je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Lymfatická drenáž
• celkové odvodnění
• úleva od těžkých nohou
• mikrocirkulace

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,package,Endos-roller – balíček 6 ošetření (celé tělo),Intenzivní celotělová péče se slevou 10%,"Dopřejte celému tělu intenzivní péči se zvýhodněným balíčkem 6 celotělových ošetření. Pravidelná podpora lymfatického systému pro zpevnění, celkové odlehčení a hladší kontury. Frekvence 2× týdně pro optimální výsledky.",75,6,10260,"Podpora lymfy, zpevnění celého těla, odlehčení, hladší kontury",service-endosphere.jpg,Profesionální endos-roller – balíček 6 ošetření (celé tělo) pro viditelné zlepšení. Podpora lymfy. Délka: 75 min.,"Endos-roller – balíček 6 ošetření (celé tělo) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Podpora lymfy
• zpevnění celého těla
• odlehčení
• hladší kontury

Plán a doporučení:
Doporučený plán: 6. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,package,Endos-roller – balíček 10 ošetření (celé tělo),Kompletní transformace celého těla se slevou 15%,"Zažijte komplexní transformaci se strukturovaným plánem 10 celotělových ošetření. Dlouhodobá podpora lymfatického systému, progresivní zpevnění a celkové odlehčení organismu. Nejefektivnější balíček pro viditelné výsledky.",75,10,16150,"Dlouhodobá podpora lymfy, celkové zpevnění, odvodnění, viditelná transformace",service-endosphere.jpg,Profesionální endos-roller – balíček 10 ošetření (celé tělo) pro viditelné zlepšení. Dlouhodobá podpora lymfy. Délka: 75 min.,"Endos-roller – balíček 10 ošetření (celé tělo) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Dlouhodobá podpora lymfy
• celkové zpevnění
• odvodnění
• viditelná transformace

Plán a doporučení:
Doporučený plán: 10. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,single,Endos-roller – obličej a dekolt,Osvěžující odvodnění a rozjasnění obličeje,"Rozjasněte obličej a dekolt s jemnými kompresními mikro-vibracemi. Ošetření podporuje odvodnění, redukuje otoky a jemně vyhlazuje pokožku. Podpora mikrocirkulace a tonusu pro svěžejší a mladistvější vzhled.",30,1,600,"Odvodnění obličeje, redukce otoků, rozjasnění, podpora mikrocirkulace",service-endosphere.jpg,Profesionální endos-roller – obličej a dekolt pro viditelné zlepšení. Odvodnění obličeje. Délka: 30 min.,"Endos-roller – obličej a dekolt je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Odvodnění obličeje
• redukce otoků
• rozjasnění
• podpora mikrocirkulace

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,package,Endos-roller – balíček 6 ošetření (obličej a dekolt),Pravidelná péče o mladistvý vzhled obličeje,"Investujte do svěžího vzhledu se zvýhodněným balíčkem 6 ošetření obličeje a dekoltu. Intenzivní podpora lymfatického systému, postupné zpevnění a hladší kontury pro dlouhodobě svěží vzhled. Frekvence 2× týdně.",30,6,3240,"Podpora lymfy v obličeji, zpevnění, hladší kontury, dlouhodobá svěžest",service-endosphere.jpg,Profesionální endos-roller – balíček 6 ošetření (obličej a dekolt) pro viditelné zlepšení. Podpora lymfy v obličeji. Délka: 30 min.,"Endos-roller – balíček 6 ošetření (obličej a dekolt) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Podpora lymfy v obličeji
• zpevnění
• hladší kontury
• dlouhodobá svěžest

Plán a doporučení:
Doporučený plán: 6. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Endos-roller,package,Endos-roller – balíček 10 ošetření (obličej a dekolt),Kompletní kúra pro zářivý a vypnutý obličej,"Dopřejte obličeji a dekoltu strukturovaný plán 10 ošetření pro maximální efekt. Dlouhodobé zlepšení vzhledu pokožky, progresivní zpevnění a tvarování. Výsledky obvykle patrné již po prvním sezení, frekvence 2× týdně.",30,10,5100,"Dlouhodobé zlepšení pleti, zpevnění, tvarování, zářivý vzhled",service-endosphere.jpg,Profesionální endos-roller – balíček 10 ošetření (obličej a dekolt) pro viditelné zlepšení. Dlouhodobé zlepšení pleti. Délka: 30 min.,"Endos-roller – balíček 10 ošetření (obličej a dekolt) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Dlouhodobé zlepšení pleti
• zpevnění
• tvarování
• zářivý vzhled

Plán a doporučení:
Doporučený plán: 10. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Kavitace,single,Kavitace – paže,Neinvazivní redukce tuku na pažích,Zredukujte tukové depozita na pažích s pokročilou ultrazvukovou kavitací. Neinvazivní technologie bezpečně rozrušuje tukové buňky a zlepšuje vzhled pokožky. Vaše paže jsou postupně štíhlejší a kontury výrazněji tvarované.,60,1,900,"Redukce tuku na pažích, neinvazivní metoda, vyhlazení pokožky, tvarování kontur",service-cavitace.jpg,Profesionální kavitace – paže pro viditelné zlepšení. Redukce tuku na pažích. Délka: 60 min.,"Kavitace – paže je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku na pažích
• neinvazivní metoda
• vyhlazení pokožky
• tvarování kontur

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Kavitace,single,Kavitace – břicho,Efektivní zeštíhlení oblasti břicha,Vytvarujte břicho s cílenou ultrazvukovou kavitací. Pokročilá technologie neinvazivně rozrušuje tukové buňky a podporuje zeštíhlení problematické partie. Vaše břicho je postupně plošší a kontury vyhlazené.,60,1,1100,"Redukce tuku na břiše, neinvazivní zeštíhlení, vyhlazení kontur, tvarování",service-cavitace.jpg,Profesionální kavitace – břicho pro viditelné zlepšení. Redukce tuku na břiše. Délka: 60 min.,"Kavitace – břicho je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku na břiše
• neinvazivní zeštíhlení
• vyhlazení kontur
• tvarování

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Kavitace,single,Kavitace – nohy,Tvarování a zeštíhlení stehen a lýtek,Zeštihlete nohy s přesnou ultrazvukovou kavitací. Neinvazivní technologie cíleně redukuje tukové buňky na stehnech a lýtkách a zlepšuje celkový vzhled pokožky. Vaše nohy jsou postupně štíhlejší a hladší.,60,1,1100,"Zeštíhlení nohou, redukce tuku, vyhlazení pokožky, tvarování kontur",service-cavitace.jpg,Profesionální kavitace – nohy pro viditelné zlepšení. Zeštíhlení nohou. Délka: 60 min.,"Kavitace – nohy je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zeštíhlení nohou
• redukce tuku
• vyhlazení pokožky
• tvarování kontur

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Kavitace,single,Kavitace – hýždě,Zpevnění a tvarování hýždí,Vytvarujte hýždě s efektivní ultrazvukovou kavitací. Neinvazivní metoda bezpečně rozrušuje tukové buňky a podporuje zpevnění této oblasti. Vaše hýždě jsou postupně pevnější a kontury lépe definované.,60,1,1100,"Redukce tuku na hýždích, zpevnění, tvarování kontur, vyhlazení pokožky",service-cavitace.jpg,Profesionální kavitace – hýždě pro viditelné zlepšení. Redukce tuku na hýždích. Délka: 60 min.,"Kavitace – hýždě je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku na hýždích
• zpevnění
• tvarování kontur
• vyhlazení pokožky

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,Kavitace,single,Kavitace – 2 partie,Komplexní redukce tuku ve dvou oblastech,"Ošetřete dvě problematické partie najednou pro ucelenější výsledek. Ultrazvuková kavitace cíleně redukuje tukové buňky a celulitidu ve dvou vybraných oblastech. Neinvazivní, šetrná a časově efektivní metoda.",100,1,2000,"Redukce tuku ve dvou partiích, redukce celulitidy, neinvazivní metoda, časová úspora",service-cavitace.jpg,Profesionální kavitace – 2 partie pro viditelné zlepšení. Redukce tuku ve dvou partiích. Délka: 100 min.,"Kavitace – 2 partie je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku ve dvou partiích
• redukce celulitidy
• neinvazivní metoda
• časová úspora

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 100 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Tvarování těla,LPG endermologie,single,LPG – celé tělo,Mechanická endermologie pro komplexní tvarování,"Aktivujte metabolismus celého těla s pokročilou LPG endermologií. Mechanická masáž zlepšuje cirkulaci, zvyšuje pružnost pokožky a podporuje redukci celulitidy. Vaše postava je postupně tvarovanější, pokožka hladší a pružnější.",60,1,1600,"Zlepšení cirkulace, zvýšení pružnosti, redukce celulitidy, tvarování postavy",service-ostatni.jpg,Profesionální lpg – celé tělo pro viditelné zlepšení. Zlepšení cirkulace. Délka: 60 min.,"LPG – celé tělo je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zlepšení cirkulace
• zvýšení pružnosti
• redukce celulitidy
• tvarování postavy

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Ostatní služby,Obličejové procedury,single,Obličejová modelace + lifting,Kombinace dvou technologií pro vypnutí obličeje,"Dopřejte obličeji profesionální péči kombinující dvě pokročilé technologie. Cílená modelace a lifting viditelně vypínají pleť, vytvářejí kontury a odvádní přebytečnou tekutinu. Váš obličej je vypnutější, kontury výraznější a pleť svěžejší.",60,1,700,"Vypnutí pleti, konturace obličeje, odvodnění, viditelný lifting efekt",service-ostatni.jpg,Profesionální obličejová modelace + lifting pro viditelné zlepšení obličej. Vypnutí pleti. Délka: 60 min.,"Obličejová modelace + lifting je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: obličej.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Vypnutí pleti
• konturace obličeje
• odvodnění
• viditelný lifting efekt

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Ostatní služby,Péče o vlasy,single,Prodloužení vlasů – nové nasazení,Profesionální keratinové prodloužení vlasů,"Získejte delší a plnější vlasy s profesionálním keratinovým prodloužením. Mikro spoje z keratinu zajišťují přirozený vzhled a bezpečné uchycení bez poškození vašich vlastních vlasů. Vaše vlasy vypadají přirozeně, zdravě a luxusně. Cena je za jeden pramen.",180,1,26,"Přirozený vzhled, bezpečné uchycení, delší vlasy, bez poškození",service-ostatni.jpg,Profesionální prodloužení vlasů – nové nasazení pro viditelné zlepšení. Přirozený vzhled. Délka: 180 min.,"Prodloužení vlasů – nové nasazení je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Přirozený vzhled
• bezpečné uchycení
• delší vlasy
• bez poškození

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 180 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Ostatní služby,Péče o vlasy,single,Prodloužení vlasů – posunutí,Odborná údržba prodloužených vlasů,Udržujte své prodloužené vlasy v perfektním stavu s odborným posunutím spojů. Profesionální údržba zajišťuje komfortní nošení a prodlužuje životnost keratinových spojů. Vaše vlasy zůstávají krásné a spoje neviditelné. Cena je za jeden pramen.,120,1,29,"Komfortní nošení, delší životnost spojů, profesionální údržba, zdravé vlasy",service-ostatni.jpg,Profesionální prodloužení vlasů – posunutí pro viditelné zlepšení. Komfortní nošení. Délka: 120 min.,"Prodloužení vlasů – posunutí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Komfortní nošení
• delší životnost spojů
• profesionální údržba
• zdravé vlasy

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 120 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
Ostatní služby,Péče o vlasy,single,Rozčesání dredů,Šetrné uvolnění a úprava dredů,Potřebujete rozčesat dredy? Nabízíme šetrné a trpělivé uvolnění s minimálním poškozením vlasů. Profesionální péče zajišťuje postupné rozčesání a úpravu pro zdravější vlasy. Cena je za každou půlhodinu práce.,30,1,300,"Šetrné rozčesání, minimální poškození, profesionální péče, postupná úprava",service-ostatni.jpg,Profesionální rozčesání dredů pro viditelné zlepšení. Šetrné rozčesání. Délka: 30 min.,"Rozčesání dredů je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Šetrné rozčesání
• minimální poškození
• profesionální péče
• postupná úprava

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu."
